,maaslin2,metagenomeSeq,ttest,wilcoxon,lefse,ancombc
t__SGB15459,0.919665790250042,0.94297202563756,0.9407904203647671,0.6794917521497146,,0.122280517378271
t__SGB15272,0.924260866289373,0.796016846579211,0.9908344708367509,0.6656475147086036,,0.8355035004141
t__SGB4552,0.924343770236484,0.928064381920642,0.9635758689569234,0.8683847722521685,,0.206361150141114
t__SGB14816_group,0.924343770236484,0.591654493762811,0.9953496567116534,0.35943566182857,,0.142146845625084
t__SGB15326,0.924343770236484,0.935293655725519,0.9480951966169948,0.6527089130062339,,0.0314433641887786
t__SGB2311,0.924343770236484,0.71401119490198,0.9116082873617574,0.9903382385891267,,0.028743129032209
t__SGB6031,0.924343770236484,0.851142919921717,0.9057172836081947,0.000132369818997092,0.000132300215843232,3.73634562675326e-19
t__SGB15225,0.928297760260852,0.746733395758573,0.9593660669289267,0.9069448713732858,,0.725796413356625
t__SGB1941,0.938058831310756,0.0727197744785983,0.95156161090581,0.051958851686145745,,0.00306253937792715
t__SGB4529,0.938215406570431,0.638707359722381,0.9875433244136678,0.6977936798419182,,0.0445962849440024
t__SGB4342,0.948371798735424,0.501791661380775,0.8202113402788677,0.4872924457622272,,2.93345055315689e-08
t__SGB15066,0.948371798735424,0.817306749820723,0.9990481733752546,0.4466646620803079,,3.34856044166791e-07
t__SGB6305,0.948974138494366,0.459567236876895,0.7634128808732615,0.7160221394480154,,1.85008886643443e-16
t__SGB6173,0.9553091381024,0.617290548725713,0.8468168023556315,0.4752449746723612,,0.229105582404727
t__SGB1948,0.9553091381024,0.869339887263187,0.9194877987055633,0.8888118450310795,,0.347485696553126
t__SGB4757,0.9553091381024,0.712573964450236,0.9520771702749005,0.03846352519123794,,0.054180110365823
t__SGB6796,0.958515719773573,0.449415290192396,0.9310785392947207,0.7162529192576261,0.716252920300093,7.5639777294491e-14
t__SGB48424,0.958515719773573,0.991420353551003,0.9589614376746695,0.5986255411832395,,0.104347630331125
t__SGB4703,0.958772584919025,0.183642424510349,0.9785155815220637,0.09765770676247025,,1.38960296453453e-07
t__SGB4816,0.965554861689414,0.531402376963019,0.965381315094923,0.01997389519752818,,0.468297106735685
t__SGB17167_group,0.965554861689414,0.591654493762811,0.8193073859702693,0.5724501534436724,,0.0536326969247512
t__SGB14937,0.966665015162198,0.10592887632299,0.9697594256026318,0.07988943348948258,,0.119895497759804
t__SGB4749,0.966731331264391,0.591654493762811,0.9990481733752546,0.31779138001245105,0.317749404740564,0.078099751566355
t__SGB15031,0.966731331264391,0.591654493762811,0.6855136585950925,0.9560852541573942,,0.153799731509456
t__SGB4553_group,0.966731331264391,0.96670537613648,0.9776501757668161,0.6738298840855258,,0.11113176344072
t__SGB4045,0.975183659201365,0.704984647087256,0.9551502874097335,0.6751078979756487,,0.187667519633448
t__SGB4447,0.975183659201365,0.202548449889296,0.937489542124985,0.6400362324293986,,7.65994868434668e-17
t__SGB58519,0.975907985209324,0.617290548725713,0.9246637831046391,0.021479087517953525,,0.00241022046400597
t__SGB6141,0.976691098649674,0.332915301982311,0.8609588514645267,0.8883609566950813,,2.01201905130972e-10
t__SGB4815,0.976691098649674,0.913946077539961,0.8759895480640212,0.4872924457622272,,0.986434296343946
t__SGB2295,0.976691098649674,0.0107464450319078,0.9105225833907121,0.004426809175606873,0.00442361166354774,0.140015638417636
t__SGB3957,0.976691098649674,0.816566734074671,0.9522446727729572,0.2681064882880139,,0.0380306130310098
t__SGB15374,0.976691098649674,0.941250404832796,0.8803734625260046,0.954256711035045,,0.0451776981298919
t__SGB1679,0.976691098649674,0.998883470487403,0.8709301387168603,0.0034713996740314205,0.00347759605616099,2.55900555534268e-05
t__SGB8255_group,0.976691098649674,0.544942868369127,0.8450058588997791,0.5321577806312326,,0.500083231590518
t__SGB7259,0.976691098649674,0.786581836753148,0.9695612979126268,0.3964995867069874,,0.733379877358201
t__SGB9260,0.979760998999111,0.986165042802162,0.911869904419322,0.5251064821995872,,0.333665928203641
t__SGB14941,0.979760998999111,0.772669524612737,0.9776501757668161,0.9240158196004055,,0.904535616552473
t__SGB4705,0.983866921802811,0.585032211794436,0.967695968061757,0.6738298840855258,0.673128608176733,0.0171716253402602
t__SGB4714,0.983866921802811,0.617290548725713,0.963387931407125,0.2168170783535742,,0.0735580019976108
t__SGB6806,0.983866921802811,0.982089463783444,0.9920608758090855,0.5581902728704762,,2.6014227029849e-07
t__SGB4584,0.983866921802811,0.592195142433909,0.986116154572066,0.18810489460069957,0.188133516059675,0.307340111117995
t__SGB6750,0.987193066803171,0.845672602778221,0.9171245675024544,0.9240158196004055,,0.000120099277297834
t__SGB14875,,0.0166446782200169,0.5389155146605571,0.7155075522889228,,
t__SGB5896,,0.0221783209073573,0.535368208754296,2.9014684418460583e-06,,
t__SGB6537,,0.0477436690416308,0.5037880905452659,0.0232477839062019,,
t__SGB746,,2.35848648943993e-09,0.005513455740329846,1.3783702019703945e-12,,
t__SGB28985,,0.0141110860957003,0.3078298272205269,0.0009594806121812716,,
t__SGB987,,0.117388363453738,0.5389155146605571,0.05410586431044001,,
t__SGB1560,,0.000193677535697064,0.2391773475923343,1.1544802006544992e-19,1.15290833265997e-19,
t__SGB2016,,0.272100345095236,0.28023305924883823,1.1651647797343232e-09,1.16516536866501e-09,
t__SGB19413,,0.390330325048711,0.5389155146605571,0.5540627037136906,,
t__SGB6396,,0.178532852797629,0.5389155146605571,0.9228750562730802,,
t__SGB1973,,0.00259726264075839,0.486299428196877,7.556620786468674e-05,7.54911907117119e-05,
t__SGB26969,,0.28978118280137,0.5389155146605571,0.7155075522889228,,
t__SGB9301,,0.317726033140661,0.5389155146605571,0.6153741855279392,,
t__SGB17525,,0.0739344551209297,0.5389155146605571,0.0027003055105864968,,
t__SGB1701,,0.0170984523116803,0.48275423833092673,0.8857232225085223,0.885424447996471,
t__SGB1833,,0.092427294575656,0.49144833681490996,0.2608034763296444,,
t__SGB1991,,0.00744468414156416,0.48275423833092673,2.8921150127739263e-11,2.88840594610091e-11,
t__SGB1587,,0.017314426914749,0.4325526564843629,0.8703476832393462,,
t__SGB1539,,0.392144565675604,0.5389155146605571,0.9276829173185003,,
t__SGB6264,,0.395998429577109,0.5389155146605571,0.9276829173185003,,
t__SGB6508,,0.242457796621011,0.5389155146605571,0.32419236992846756,,
t__SGB6630,,0.285624520163984,0.5389155146605571,0.22698664333220891,,
t__SGB5063,,0.0332099538131857,0.5389155146605571,0.1812662543564006,,
t__SGB17243,,0.0243703402354039,0.5237999468701784,0.6105070113002995,,
t__SGB15886,,0.0667182999527083,0.5198258966596568,0.2891723065171961,,
t__SGB15876,,0.181154585970367,0.5389155146605571,0.3546959345253768,,
t__SGB7217,,0.509374007527513,0.5389155146605571,0.9240158196004055,,
t__SGB1818,,0.430356468437778,0.5389155146605571,0.9276829173185003,,
t__SGB1540,,0.123233391659199,0.36445343346755593,0.021205089960071314,,
t__SGB1916,,0.501791661380775,0.5389155146605571,0.9276829173185003,,
t__SGB6617,,0.498650105353818,0.5389155146605571,0.7080347078761584,,
t__SGB3977,,0.0667182999527083,0.5378475308469559,0.006861023770561064,,
t__SGB1980,,0.0631374593183332,0.2723211376176431,1.4590686232206325e-12,1.45716166855116e-12,
t__SGB4333,,0.425873905134493,0.5389155146605571,0.6148041373004842,,
t__SGB15449,,0.154362338899656,0.5389155146605571,0.029015615550793548,,
t__SGB4890,,0.0243703402354039,0.3514822990075334,0.011884670139377154,,
t__SGB14039,,0.151429391748007,0.5352771572606718,0.3758281812037273,,
t__SGB1979,,0.118403040414506,0.5389155146605571,0.00272159848382246,,
t__SGB1803,,0.431674772184447,0.5389155146605571,0.436495632993548,,
t__SGB6529,,0.467108962979479,0.46582053748123764,0.2860898087942186,,
t__SGB1411,,0.0496721608574804,0.2391773475923343,6.48260306980296e-05,6.47501768684102e-05,
t__SGB5268,,0.143500506932231,0.25805770737529027,0.00038094208368449607,,
t__SGB6538,,0.415156542194306,0.5389155146605571,0.48366393184783296,,
t__SGB1687,,0.431674772184447,0.5389155146605571,0.4474431017010857,,
t__SGB6142,,0.14283897044939,0.3514822990075334,0.5724501534436724,,
t__SGB2215,,0.397986816187487,0.5174650324863403,0.06140134757233863,,
t__SGB1561,,0.109081752315547,0.49349819744941753,0.0001885808587316935,0.000188364617969748,
t__SGB6564,,0.0471007022330392,0.46328974222731883,0.12239885413672257,,
t__SGB25240,,0.438606461127976,0.5389155146605571,0.6147767906183854,,
t__SGB4756,,0.308743780804559,0.5389155146605571,0.7155075522889228,,
t__SGB47522,,0.351508369970985,0.3033572247942307,7.412182546473237e-05,,
t__SGB4026,,0.015306318012113,0.5037880905452659,0.016674264281106268,,
t__SGB4797,,0.0769961749733472,0.37204634604015374,0.6875950342090998,,
t__SGB1697,,0.516605626750103,0.5389155146605571,0.26200662618409165,0.261765283793103,
t__SGB65958,,0.565177754320774,0.5389155146605571,0.7576916914751902,,
t__SGB1799,,0.523412856996307,0.5389155146605571,0.9240158196004055,,
t__SGB6669,,0.523412856996307,0.5389155146605571,0.22748182336540035,,
t__SGB8655,,0.242457796621011,0.5389155146605571,0.3546959345253768,,
t__SGB5985,,0.143378300326246,0.5389155146605571,0.00039042981759317315,0.000390023194372325,
t__SGB6028_group,,0.28101497747271,0.5279734081040397,0.7803839611835988,0.780092174059307,
t__SGB5790,,0.171452060919973,0.5389155146605571,0.5321577806312326,,
t__SGB5856,,0.562813853264272,0.518163995544717,0.4485349115341922,,
t__SGB6288,,0.591654493762811,0.5389155146605571,0.5540627037136906,,
t__SGB1531,,0.016243550294601,0.15250719540784322,0.02088671385505056,0.020834058170028,
t__SGB15133,,0.503118822628712,0.5389155146605571,0.9217442017604638,,
t__SGB1819,,0.558632671243177,0.5389155146605571,0.9240158196004055,,
t__SGB86230,,0.259901009620243,0.5389155146605571,0.5724501534436724,,
t__SGB13990,,0.383186361830165,0.5389155146605571,0.5989217231969356,,
t__SGB9434_group,,0.0375850425908162,0.5389155146605571,1.3128440132057935e-09,,
t__SGB26761,,0.397986816187487,0.5389155146605571,0.5989217231969356,,
t__SGB4146,,0.14092461355624,0.486299428196877,0.9304002578772782,,
t__SGB40236,,0.508260079294645,0.5389155146605571,0.6147767906183854,,
t__SGB14784,,0.0479536483448325,0.24024667534360403,3.1869463706081284e-06,,
t__SGB6671,,0.340032442377119,0.5389155146605571,0.2986837206784502,,
t__SGB7196,,0.58141805093336,0.9218273631337929,0.9869767036886912,,
t__SGB7168,,0.285624520163984,0.5389155146605571,0.7052184364702877,,
t__SGB4861,,0.484475421594091,0.5389155146605571,0.22748182336540035,,
t__SGB1835,,0.156159256294441,0.37204634604015374,0.29120147833300003,0.291016797419079,
t__SGB4078,,0.0317973369202032,0.5037880905452659,0.6738298840855258,,
t__SGB5115,,0.43746027814417,0.25805770737529027,0.0241744502401133,0.0241528187727944,
t__SGB6256,,0.583756590848179,0.5389155146605571,0.7080347078761584,,
t__SGB19431,,0.145537416135098,0.16213713700387286,1.4227824340622789e-05,,
t__SGB6011,,0.000321938394931881,0.5389155146605571,4.336010619605214e-20,,
t__SGB6449,,0.431674772184447,0.5389155146605571,0.8888118450310795,,
t__SGB6382,,0.37188029553744,0.5389155146605571,0.22260032273882066,,
t__SGB7122,,0.516605626750103,0.5389155146605571,0.7008135109043847,,
t__SGB74335,,0.414077441195035,0.4597313122306671,0.014195616965614943,,
t__SGB6321,,0.387521611833726,0.486299428196877,0.182252543590542,,
t__SGB4032,,0.436667058252334,0.5389155146605571,0.7155075522889228,,
t__SGB66067,,0.392144565675604,0.5389155146605571,0.5989217231969356,,
t__SGB6817,,0.117388363453738,0.5389155146605571,0.6634087945222824,0.663179907892977,
t__SGB6734,,0.591654493762811,0.5389155146605571,0.436495632993548,,
t__SGB13165,,0.38571273664828,0.5389155146605571,0.4872924457622272,,
t__SGB1938,,0.269263169266767,0.9830544475189928,0.9304002578772782,,
t__SGB15353,,0.0453304133131865,0.4942224237480063,0.18877172085237462,,
t__SGB2085,,0.283501884383505,0.5389155146605571,0.9667255884188712,,
t__SGB6044,,0.472010595937419,0.46276327151462804,0.09654707561879443,,
t__SGB14998,,0.0186864073866016,0.5174650324863403,0.5735650058114627,,
t__SGB10398,,0.460945664925486,0.5389155146605571,0.9875599081677373,,
t__SGB7200,,0.591654493762811,0.5389155146605571,0.9240158196004055,,
t__SGB14768,,0.560131712649743,0.5389155146605571,0.43791563578658566,,
t__SGB6260,,0.509189099928372,0.5389155146605571,0.22748182336540035,,
t__SGB6038,,0.00744468414156416,0.3329436532241372,5.232434579060382e-05,5.22826691508064e-05,
t__SGB4482,,0.0653640921025992,0.21910930944219192,0.00024507304741517677,,
t__SGB1912,,0.591654493762811,0.6226519340527162,0.32663584923790356,,
t__SGB6645,,0.240643253289645,0.486299428196877,0.06957396672859507,,
t__SGB2025,,0.591654493762811,0.5491766952239177,0.9276829173185003,,
t__SGB6136,,0.591654493762811,0.5389155146605571,0.005109116276245478,,
t__SGB24890,,0.591654493762811,0.5389155146605571,0.9276829173185003,,
t__SGB1982,,0.472010595937419,0.5389155146605571,0.0010476316397230645,0.00104657312981106,
t__SGB12320,,0.0516628472747332,0.486299428196877,0.13857465890546083,0.138506304849998,
t__SGB9256,,0.303790532079526,0.5389155146605571,0.2790315354316137,,
t__SGB6001,,0.000153558317493911,0.030027097660278942,1.3128440132057935e-09,,
t__SGB6697,,0.159132694753192,0.486299428196877,0.0032367292032429787,,
t__SGB14109,,0.183642424510349,0.5389155146605571,0.2908493006316781,,
t__SGB15239,,0.0071012736392603,0.41932466288665077,0.8888118450310795,0.888426114477838,
t__SGB14911,,0.515998013248084,0.5389155146605571,0.7009193116148247,,
t__SGB1636,,0.00869337041844129,0.5456685068941646,0.16812514695978162,0.168060050360578,
t__SGB6422,,0.0215807694842853,0.20014360890113253,0.02022210527006132,0.0202099916444846,
t__SGB13956,,0.617290548725713,0.5389155146605571,0.9276829173185003,,
t__SGB7932,,0.591654493762811,0.5389155146605571,0.7576916914751902,,
t__SGB1690,,0.616398256788269,0.5389155146605571,0.7576916914751902,,
t__SGB5741,,0.591654493762811,0.578129358729434,0.9452902277914108,,
t__SGB3546,,0.572200435237407,0.5389155146605571,0.43791563578658566,,
t__SGB65924,,0.591654493762811,0.5389155146605571,0.7155075522889228,,
t__SGB33555,,0.591654493762811,0.5379698853988168,0.22748182336540035,,
t__SGB6511,,0.47270723406584,0.5389155146605571,0.4215190130353334,,
t__SGB14384,,0.348617542162655,0.486299428196877,0.29760420127654497,,
t__SGB4028,,0.272100345095236,0.3943147741409104,0.6532101364674053,,
t__SGB15109,,0.27950549910731,0.5389155146605571,0.03604864616389239,,
t__SGB7916,,0.60372178968113,0.5389155146605571,0.9276829173185003,,
t__SGB4702,,0.436328863400209,0.5389155146605571,0.3774191051988553,,
t__SGB4145,,0.501791661380775,0.486299428196877,0.23489566702359418,,
t__SGB9275,,0.327946258966894,0.5389155146605571,0.7295801009776605,,
t__SGB6627,,0.0553029356724228,0.5389155146605571,0.016674264281106268,,
t__SGB6701,,0.488050411962508,0.5389155146605571,0.9240158196004055,,
t__SGB54318,,0.135019248506585,0.4331215777831965,0.43900644462659955,,
t__SGB15137,,0.591654493762811,0.5389155146605571,0.1280880037295013,,
t__SGB4681,,0.591654493762811,0.5389155146605571,0.7080347078761584,,
t__SGB1894,,0.617290548725713,0.5389155146605571,0.3546959345253768,0.354019617167258,
t__SGB15013,,0.150302413143361,0.28389824191442153,0.7632188822378744,,
t__SGB1481,,0.55298201199233,0.5416540495651572,0.0008480178395184439,0.000847123899529102,
t__SGB15161,,0.509600719883604,0.5389155146605571,0.5989217231969356,,
t__SGB17302,,0.410301836607834,0.5389155146605571,0.8709451166065768,,
t__SGB1977,,0.0746794328406569,0.5037880905452659,0.0005967157171984344,0.00059624997824071,
t__SGB1897,,0.591654493762811,0.894663086562917,0.7171840087830337,,
t__SGB6961,,0.28978118280137,0.486299428196877,0.36990700267022236,,
t__SGB4243,,0.617281286757023,0.8764175478779738,0.9217442017604638,,
t__SGB4050,,0.572200435237407,0.5389155146605571,0.2624897586941868,,
t__SGB6521,,0.597135894590253,0.5389155146605571,0.9276829173185003,,
t__SGB14221,,0.347667396526883,0.5389155146605571,0.7184337364504507,,
t__SGB5083,,0.116921574137308,0.27373125784305075,0.23594613870901623,0.235893744049216,
t__SGB7970,,0.308743780804559,0.5389155146605571,0.27920183363589823,,
t__SGB33559,,0.591654493762811,0.5389155146605571,0.436495632993548,,
t__SGB4697,,0.397986816187487,0.5389155146605571,0.5251064821995872,,
t__SGB1787,,0.315604963426352,0.5389155146605571,0.27920183363589823,,
t__SGB1974,,0.498650105353818,0.5389155146605571,0.04616134739286782,,
t__SGB1667,,0.141257514934897,0.4837988060460735,0.8462745275511516,,
t__SGB15099,,0.469866286487439,0.5174650324863403,0.6556165245839286,,
t__SGB14211,,0.52667403044775,0.5389155146605571,0.7554870756560013,,
t__SGB6541,,0.591654493762811,0.5389155146605571,0.5321577806312326,,
t__SGB4368,,0.387521611833726,0.5198258966596568,0.9905679367639669,,
t__SGB6273,,0.349313055014266,0.5174650324863403,0.5989217231969356,,
t__SGB3978,,0.0838823775732427,0.21910930944219192,3.1869463706081284e-06,,
t__SGB5789,,0.591654493762811,0.5389155146605571,0.26236837349869924,,
t__SGB14238,,0.334212447170242,0.5389155146605571,0.5321577806312326,,
t__SGB15100,,0.52667403044775,0.5389155146605571,0.5321577806312326,,
t__SGB19322_group,,0.591654493762811,0.5389155146605571,0.6148041373004842,,
t__SGB6497,,0.591654493762811,0.5389155146605571,0.7155075522889228,,
t__SGB4252,,0.591654493762811,0.5389155146605571,0.9217442017604638,,
t__SGB6477,,0.591654493762811,0.4612185583726605,0.1523614721226533,,
t__SGB65115,,0.529106144033534,0.5389155146605571,0.7560141607269352,,
t__SGB29304,,0.49990884707191,0.5389155146605571,0.024105793197422266,,
t__SGB6177,,0.0323104504248398,0.20014360890113253,0.006445205913377476,,
t__SGB14113,,0.591654493762811,0.5389155146605571,0.3256247711962363,,
t__SGB14873,,0.581562398113942,0.550334443112064,0.5989217231969356,,
t__SGB9345,,0.39030365030594,0.5389155146605571,0.9452902277914108,,
t__SGB1520,,0.617290548725713,0.5389155146605571,0.7080347078761584,,
t__SGB4139,,0.322345444766668,0.486299428196877,0.5321577806312326,,
t__SGB27424,,0.421413746311686,0.5389155146605571,0.3860334048250362,,
t__SGB9277,,0.417461753718451,0.3033572247942307,0.9447755925990627,,
t__SGB7061,,0.109081752315547,0.17591194012380162,0.024486626657155494,,
t__SGB5989_group,,0.000303795467566101,0.11462429058947154,4.4945553053958805e-13,,
t__SGB47415,,0.551660842695933,0.5389155146605571,0.9864157712993414,,
t__SGB1424,,0.59817325512643,0.5389155146605571,0.7080347078761584,,
t__SGB3920,,0.0231612200181891,0.48275423833092673,0.00039100100646218954,,
t__SGB5265,,0.219963456856248,0.5389155146605571,0.7021736495991124,,
t__SGB15506,,0.000953753525756398,0.21802695716887346,0.00042398645668433,,
t__SGB6748,,0.591654493762811,0.5389155146605571,0.9217442017604638,,
t__SGB15004,,0.383186361830165,0.5389155146605571,0.07974204108073048,,
t__SGB4616,,0.0257574927021993,0.3390910795109104,0.4651731763413016,,
t__SGB15251,,0.617290548725713,0.5389155146605571,0.9276829173185003,,
t__SGB14367,,0.053772290358076,0.3033572247942307,0.016747208060023604,,
t__SGB1477,,0.0661795647377687,0.7624051940295259,0.004255508185492549,0.00425308411403234,
t__SGB4632,,0.00857091617083027,0.5389155146605571,0.16798915771381068,,
t__SGB61600,,0.349313055014266,0.39081298288082944,0.054540733959184844,,
t__SGB7989,,0.591654493762811,0.5389155146605571,0.3546959345253768,,
t__SGB8597,,0.379805590293855,0.5389155146605571,0.4333670042186703,,
t__SGB5731,,0.591654493762811,0.41932466288665077,0.0003886709064728354,,
t__SGB59878,,0.591654493762811,0.4846639906156276,0.09493857110563984,,
t__SGB14229,,0.562641532940397,0.5389155146605571,0.26236837349869924,,
t__SGB6013,,0.377319287766091,0.05167607308279839,1.5198316034488778e-05,,
t__SGB4519,,0.60372178968113,0.5389155146605571,0.7080347078761584,,
t__SGB15002,,0.591654493762811,0.5389155146605571,0.18877172085237462,,
t__SGB1676,,0.331043897873021,0.5389155146605571,0.7540650622282157,0.753857826544379,
t__SGB15485,,0.61526272401101,0.5389155146605571,0.7080347078761584,,
t__SGB1525,,0.523412856996307,0.5389155146605571,0.0015001949381835732,,
t__SGB2023,,0.47940038244739,0.5389155146605571,0.2168170783535742,,
t__SGB14840,,0.531402376963019,0.5389155146605571,0.9304002578772782,,
t__SGB1488,,0.617290548725713,0.5389155146605571,0.9276829173185003,,
t__SGB4316,,0.591654493762811,0.5389155146605571,0.3546959345253768,,
t__SGB6310,,0.27156179899199,0.5174650324863403,0.012021256952980387,,
t__SGB15241,,0.293099592843564,0.5389155146605571,0.7640607531929148,,
t__SGB4887,,0.617290548725713,0.5389155146605571,0.9276829173185003,,
t__SGB6533,,0.118403040414506,0.5029257024432309,0.2044370418473432,,
t__SGB4350,,0.617290548725713,0.6471281062724961,0.7080347078761584,,
t__SGB10207,,0.109675328844549,0.5389155146605571,0.8320708722389277,,
t__SGB6144,,0.597135894590253,0.5389155146605571,0.436495632993548,,
t__SGB14849,,0.354839996716694,0.5389155146605571,0.36990700267022236,,
t__SGB6648,,0.435151467133983,0.5389155146605571,0.0043461705265700505,,
t__SGB14013,,0.421032822046332,0.5029257024432309,0.40714364031349065,,
t__SGB17521,,0.55298201199233,0.3599853966685885,0.021373271982002204,,
t__SGB59451,,0.306121220133652,0.5389155146605571,0.49613317134317053,,
t__SGB4671,,0.00395793203312887,0.03943835200448586,0.001982334186941206,,
t__SGB63167,,0.000910167782025716,0.03459894834155391,2.447838684475372e-05,,
t__SGB1791,,0.332915301982311,0.8103789479643392,0.1466043365074694,,
t__SGB4301,,0.591654493762811,0.5389155146605571,0.5321577806312326,,
t__SGB8770,,0.544942868369127,0.5389155146605571,0.5148098702078223,,
t__SGB6055,,0.599626733215702,0.5389155146605571,0.5321577806312326,,
t__SGB4196,,0.432758351179957,0.7161040194929658,0.9304002578772782,,
t__SGB2310,,0.617290548725713,0.6327824681282053,0.22748182336540035,,
t__SGB1810,,0.605936822668209,0.5389155146605571,0.9240158196004055,,
t__SGB15463,,0.0752960311899675,0.5389155146605571,0.0032086494359327244,,
t__SGB6353,,0.458679342126578,0.5174650324863403,0.4752449746723612,,
t__SGB1705,,0.497424382637205,0.5389155146605571,0.7155075522889228,0.715347227678186,
t__SGB9289,,0.591654493762811,0.9879790671822234,0.3546959345253768,,
t__SGB14301,,0.387521611833726,0.9479782978877442,0.0918038610108372,,
t__SGB4704,,0.142013729042388,0.4591126695614893,0.25379628556973755,,
t__SGB6365,,0.406645021302118,0.5389155146605571,0.3546959345253768,,
t__SGB4208,,0.565124249109575,0.5389155146605571,0.18373194465172116,,
t__SGB15102,,0.474874777313381,0.5235808827290808,0.15699410242200998,,
t__SGB7249,,0.263466206198172,0.5389155146605571,0.5321577806312326,,
t__SGB15305,,0.192098603156564,0.5389155146605571,0.2741856595832833,,
t__SGB25539,,0.421164348680045,0.5389155146605571,0.35294369695128897,,
t__SGB5818,,0.0691891979894488,0.5509416097052063,0.8759583596228997,0.87560277303737,
t__SGB1673,,0.597061866926295,0.7072187794822532,0.8643142342753134,0.86398460511987,
t__SGB2136,,0.591654493762811,0.7918829013670678,0.8921118833796785,,
t__SGB5183,,0.000405002617504445,0.07623786666752888,0.055692911789592285,,
t__SGB2229,,0.591654493762811,0.5389155146605571,0.7155075522889228,,
t__SGB2091,,0.626723547290983,0.6678155098379771,0.1534623603352109,,
t__SGB4929,,0.617290548725713,0.5389155146605571,0.7080347078761584,,
t__SGB105989,,0.617290548725713,0.5389155146605571,0.7080347078761584,,
t__SGB4598,,0.390330325048711,0.8764175478779738,0.33168644050469687,,
t__SGB7957,,0.664908482037175,0.5389155146605571,0.7576916914751902,,
t__SGB15048,,0.395998429577109,0.8016429122506756,0.19359980134172475,,
t__SGB53806,,0.327946258966894,0.4830196489820602,0.08350554251181037,,
t__SGB14202,,0.591654493762811,0.5389155146605571,0.22787197227573416,,
t__SGB5969,,0.617290548725713,0.5696386114552335,0.9217442017604638,,
t__SGB21587,,0.181154585970367,0.4837988060460735,0.3802042959942673,,
t__SGB7025,,0.591654493762811,0.8088650919941255,0.9069448713732858,,
t__SGB7041,,0.591654493762811,0.5389155146605571,0.05513818897470345,,
t__SGB3579,,0.61115997032485,0.5389155146605571,0.9217442017604638,,
t__SGB13993,,0.591654493762811,0.5389155146605571,0.1280880037295013,,
t__SGB14350,,0.591654493762811,0.5389155146605571,0.9304002578772782,,
t__SGB14019,,0.617290548725713,0.5389155146605571,0.7080347078761584,,
t__SGB2057,,0.591654493762811,0.41932466288665077,0.0241744502401133,,
t__SGB8767,,0.0326365254954029,0.2900550447235217,0.07664822177872084,,
t__SGB6543,,0.630013339992234,0.5389155146605571,0.9276829173185003,,
t__SGB14166,,0.37188029553744,0.5581550256545135,0.45160150283350486,,
t__SGB6040,,0.516605626750103,0.963387931407125,0.5321577806312326,,
t__SGB6926,,0.617290548725713,0.6166528417289948,0.7080347078761584,,
t__SGB4995,,0.52667403044775,0.5389155146605571,0.7155075522889228,,
t__SGB5234,,0.591654493762811,0.5389155146605571,0.8462745275511516,,
t__SGB4592,,0.584010287611351,0.5389155146605571,0.32993947123714085,,
t__SGB14810,,0.0455696384977867,0.986549497983223,0.4491817600508833,,
t__SGB9656,,0.509600719883604,0.5389155146605571,0.5321577806312326,,
t__SGB4672,,0.55298201199233,0.8595114517241166,0.9276829173185003,,
t__SGB3980,,0.515772841288786,0.5389155146605571,0.7080347078761584,,
t__SGB15505,,0.591654493762811,0.5389155146605571,0.5068711357773367,,
t__SGB7966,,0.368036161565399,0.486299428196877,0.4005726392033295,,
t__SGB6050,,0.591654493762811,0.5389155146605571,0.7010950488652621,,
t__SGB19881,,0.591654493762811,0.5389155146605571,0.5989217231969356,,
t__SGB5861,,0.617290548725713,0.5415790196558964,0.436495632993548,,
t__SGB2305,,0.643737702257188,0.5389155146605571,0.5989217231969356,,
t__SGB20850,,0.673863375404839,0.5389155146605571,0.9276829173185003,,
t__SGB13987,,0.591654493762811,0.5732341056850939,0.5989217231969356,,
t__SGB7114,,0.308743780804559,0.5389155146605571,0.5471836849239144,,
t__SGB15270,,0.667054848462564,0.6594267978508321,0.9240158196004055,,
t__SGB4870,,0.587615394729484,0.4757560339654231,0.44144499231120904,,
t__SGB61601,,0.140307346805684,0.5389155146605571,0.5828930899978529,,
t__SGB9242,,0.61552432567711,0.5696386114552335,0.12890415979479866,,
t__SGB4418,,0.10592887632299,0.5389155146605571,0.5321577806312326,,
t__SGB33553,,0.591654493762811,0.5389155146605571,0.908577631763982,,
t__SGB14857,,0.591654493762811,0.603863181507808,0.9560852541573942,0.955777074873651,
t__SGB29342,,0.373348153112889,0.7109828786112998,0.21419385803037214,,
t__SGB14804,,0.387521611833726,0.5237999468701784,0.008156837208128676,,
t__SGB17523,,0.617290548725713,0.5389155146605571,0.9217442017604638,,
t__SGB6513,,0.55298201199233,0.5389155146605571,0.14736100134108113,,
t__SGB15086,,0.340032442377119,0.5389155146605571,0.5989217231969356,,
t__SGB58550,,0.617290548725713,0.5966722815347802,0.1535005513159091,,
t__SGB14230,,0.521591267819214,0.486299428196877,0.8865000461834148,,
t__SGB1416,,0.617290548725713,0.7727632206566816,0.7160221394480154,,
t__SGB4053,,0.00993639825692691,0.14486210551212614,0.5251064821995872,,
t__SGB6450,,0.641511358427447,0.5389155146605571,0.9240158196004055,,
t__SGB2302,,0.0339638369469579,0.10759063099275308,0.021936957469942665,,
t__SGB7979,,0.597135894590253,0.5389155146605571,0.48366393184783296,,
